# p1_filt_x, p1_filt_y, p1_smoothed_x, p1_smoothed_y
4.041115847586963383e+01, 4.011275513281941585e+01, 1.328906261623938079e+01, 1.372500920241687972e+01
4.001403541325579738e+01, 3.973656465168173924e+01, 1.315166618063950388e+01, 1.365294266938079204e+01
3.957627487212034367e+01, 3.935896895821320385e+01, 1.301409023986837354e+01, 1.357738901096692175e+01
3.919844619618053372e+01, 3.900030023306425164e+01, 1.269914710855594464e+01, 1.344147596268655853e+01
3.885146867647862479e+01, 3.860202940630569657e+01, 1.251073341847665255e+01, 1.337682993123348041e+01
3.851089935777820017e+01, 3.821210124561498134e+01, 1.246306545816456968e+01, 1.327268975865988132e+01
3.818136881249711223e+01, 3.786980093893061650e+01, 1.242706913828634718e+01, 1.315312254933134994e+01
3.784181240710221061e+01, 3.745501724124548559e+01, 1.236417913481367847e+01, 1.308689117232663968e+01
3.753177328616104091e+01, 3.710774698497485247e+01, 1.232219788526890980e+01, 1.289266965885236260e+01
3.722472249776438247e+01, 3.679601267220180461e+01, 1.229634995866810776e+01, 1.279714064365190396e+01
3.692844631418117274e+01, 3.648474710840159929e+01, 1.223264019455628038e+01, 1.274562969771132082e+01
3.662201152559441653e+01, 3.619687903458740408e+01, 1.219632459243940659e+01, 1.268630668571800157e+01
3.627484929526592339e+01, 3.590185224102155814e+01, 1.208902570263684417e+01, 1.264278843371844019e+01
3.597531039514384332e+01, 3.553720863157152365e+01, 1.183404583870334825e+01, 1.252639694547065830e+01
3.566063852156127467e+01, 3.527379386287447005e+01, 1.178795981075304233e+01, 1.234849706428204641e+01
3.531440187622856541e+01, 3.469330651587633696e+01, 1.155707612238699156e+01, 1.228548267637288482e+01
3.504706928849842029e+01, 3.437301436394303522e+01, 1.148770491043262609e+01, 1.177693759690469655e+01
3.473606558911219366e+01, 3.412671269240137661e+01, 1.145255973391466142e+01, 1.159171139679356521e+01
3.450503611634192680e+01, 3.387817550385999255e+01, 1.119586940786045304e+01, 1.150725877631167648e+01
3.426869254393032094e+01, 3.359041797615446256e+01, 1.119496400946315262e+01, 1.144444741770159624e+01
3.403948009917978368e+01, 3.337428359364717068e+01, 1.118516695484875889e+01, 1.129774175463206021e+01
3.381991131142692097e+01, 3.315696166413569301e+01, 1.114566034172717934e+01, 1.127497546082069668e+01
3.360605231999647913e+01, 3.293690693230054478e+01, 1.112709854021581535e+01, 1.124725486227737647e+01
3.337358560584804934e+01, 3.264272187140116444e+01, 1.111911785477090575e+01, 1.120991097972966166e+01
3.316503382095297070e+01, 3.240797481159373206e+01, 1.107946564152589630e+01, 1.100394592409884531e+01
3.285522803036062101e+01, 3.217569671743868298e+01, 1.107151176153116978e+01, 1.090523851665079924e+01
3.262171480409623570e+01, 3.198655411786059588e+01, 1.077672189107145861e+01, 1.078359340090626795e+01
3.240101009144483868e+01, 3.179977305782150410e+01, 1.064126561291669937e+01, 1.075856899247100706e+01
3.221311499628806274e+01, 3.160830801256039990e+01, 1.052884946102215835e+01, 1.072974088557788974e+01
3.201602065061364044e+01, 3.142834292430742948e+01, 1.051406963993704657e+01, 1.070084447368547664e+01
3.179098417051119085e+01, 3.124747886269085129e+01, 1.045597286172595197e+01, 1.068183872763661846e+01
3.159227329181432253e+01, 3.107260904983210636e+01, 1.028756869009948183e+01, 1.064038097548976758e+01
3.141709470642740243e+01, 3.088665902364509819e+01, 1.019334365334685799e+01, 1.061104728305105027e+01
3.123829069681608672e+01, 3.068195212557258600e+01, 1.018176146755878264e+01, 1.058028414131176298e+01
3.106025052219986193e+01, 3.051636406641330268e+01, 1.017534228098634230e+01, 1.050776920300347861e+01
3.089309623232344393e+01, 3.033481146063395784e+01, 1.013005607507937178e+01, 1.048896868249960335e+01
3.071398802416655727e+01, 3.017371229175380165e+01, 1.012275402692653081e+01, 1.045506691910561159e+01
3.055067544093741105e+01, 3.000508968037248891e+01, 1.005795538957377389e+01, 1.043294852581349019e+01
3.034729800386416088e+01, 2.973865143493614838e+01, 1.004114604382053777e+01, 1.041229275044408453e+01
3.017513109922820291e+01, 2.958757036482716885e+01, 9.974729783421057761e+00, 1.019971514056005901e+01
3.002080755873423001e+01, 2.941131469992117076e+01, 9.906512241856280099e+00, 1.018014542634657182e+01
2.986560649381338806e+01, 2.926397792156155830e+01, 9.907602071206849104e+00, 1.012808348312708695e+01
2.971724937221542717e+01, 2.909028265372434063e+01, 9.881975612813146626e+00, 1.011620472344099575e+01
2.956825285841737383e+01, 2.894609140519466095e+01, 9.881019741259489564e+00, 1.007102609984159969e+01
2.942352709246280540e+01, 2.879122012922103480e+01, 9.866387953379618381e+00, 1.005934648658689134e+01
2.924818985821891459e+01, 2.864648123667963731e+01, 9.867147402793253974e+00, 1.003021215982781911e+01
2.910665581675286973e+01, 2.850332503579019416e+01, 9.760586149375692244e+00, 9.995659509593364689e+00
2.887057861256575464e+01, 2.833233715687858023e+01, 9.749261266220683453e+00, 9.982107514574177998e+00
2.873640567466080853e+01, 2.818728285219524921e+01, 9.437775315480287475e+00, 9.852983799889425853e+00
2.860278079288541875e+01, 2.805256004065491382e+01, 9.439077076195417249e+00, 9.829315173858944377e+00
2.840696298476631654e+01, 2.790204947325704055e+01, 9.423404609668819987e+00, 9.820563882259961019e+00
2.821353398251275735e+01, 2.763460327772314074e+01, 9.197351833855496039e+00, 9.725888362358469763e+00
2.809178960661513003e+01, 2.750535754751163964e+01, 9.106849316472027667e+00, 9.473972082190606159e+00
2.790207172140606673e+01, 2.725323986721875613e+01, 9.108199593499307412e+00, 9.458763790523725845e+00
2.778088210737129771e+01, 2.711528882514718930e+01, 8.990872971314809448e+00, 9.190192534047945117e+00
2.763257980235512079e+01, 2.699495468252140284e+01, 8.991528603136861975e+00, 9.138271747321526917e+00
2.752054797201957470e+01, 2.687725344054731025e+01, 8.886346856581377907e+00, 9.098226271421882672e+00
2.739869928860405324e+01, 2.676988713258088026e+01, 8.890165141994533116e+00, 9.081980013683793374e+00
2.727234973320003064e+01, 2.666338518541200386e+01, 8.846836945755761406e+00, 9.077997091705542587e+00
2.715660945649549163e+01, 2.655798564105923631e+01, 8.783481867044633518e+00, 9.068223062777759580e+00
2.704441555168474309e+01, 2.645255523654534002e+01, 8.752095763677619544e+00, 9.063245892862596520e+00
2.693439641561232989e+01, 2.631833240862957624e+01, 8.729249143680640088e+00, 9.058838314563226746e+00
2.682669475053976882e+01, 2.619682336991780147e+01, 8.735826605540063738e+00, 9.013388945004379593e+00
2.671881278332088883e+01, 2.609443393697366176e+01, 8.740330940484593469e+00, 8.980939815884131150e+00
2.661513992859782007e+01, 2.598333444917248869e+01, 8.723248142802979999e+00, 8.976702698317744478e+00
2.651204234417755856e+01, 2.587817176053803081e+01, 8.725596455965487053e+00, 8.959885727894056018e+00
2.640995775563008507e+01, 2.577604351808365379e+01, 8.722446466587994607e+00, 8.950599007008262831e+00
2.630084132532496710e+01, 2.567896191806655182e+01, 8.720695967950915062e+00, 8.942748976371333924e+00
2.620075111429528647e+01, 2.557394073944466939e+01, 8.687292345090273926e+00, 8.937308378928747743e+00
2.609066355475818000e+01, 2.547860948721602981e+01, 8.689777291282302585e+00, 8.922647712632242545e+00
2.597461576797908833e+01, 2.533265616527932096e+01, 8.641217398901254398e+00, 8.918956101367667699e+00
2.586152497876600975e+01, 2.518569073142069215e+01, 8.621871148683700525e+00, 8.828572885776907242e+00
2.576736049238452964e+01, 2.508466688678396750e+01, 8.604946544572506184e+00, 8.730742523548194356e+00
2.562850301688748544e+01, 2.498283372689665072e+01, 8.608529304004420624e+00, 8.714241238746538443e+00
2.553464750738410771e+01, 2.489395274128884594e+01, 8.468284200859297783e+00, 8.669418925959350375e+00
2.542805717198364590e+01, 2.480640494274470953e+01, 8.457858408913926596e+00, 8.666722221599410858e+00
2.533563615741176989e+01, 2.470149018641772543e+01, 8.397223206030261622e+00, 8.658476588062791635e+00
2.524538375652335276e+01, 2.460275564059837805e+01, 8.400646336518930113e+00, 8.629815485879253956e+00
2.515562210055503556e+01, 2.449834693536450558e+01, 8.404246799058791240e+00, 8.608779101665401612e+00
2.506850476446508935e+01, 2.440931869238548657e+01, 8.409187711943332033e+00, 8.579256705981945785e+00
2.498180650691148941e+01, 2.432232799151214664e+01, 8.410432987733344135e+00, 8.571466209771568145e+00
2.489354008274348828e+01, 2.422565107339269375e+01, 8.409431424566708557e+00, 8.565968348375893271e+00
2.479951818490954096e+01, 2.414398789047288219e+01, 8.411128291261819712e+00, 8.541328775274356744e+00
2.470582978756895542e+01, 2.406350711558571831e+01, 8.381962507933726769e+00, 8.535462299905367090e+00
2.460353394843097519e+01, 2.393356708060886007e+01, 8.348813259425501343e+00, 8.530865248302355042e+00
2.451920667301574497e+01, 2.383622726313176798e+01, 8.323969131620634343e+00, 8.442702985258250692e+00
2.441349081441964231e+01, 2.375400958267126583e+01, 8.326271078727568664e+00, 8.411823082518958827e+00
2.433351448690781638e+01, 2.367228569570480090e+01, 8.253559941295447899e+00, 8.391479348476742928e+00
2.425217038433411432e+01, 2.359130280547303471e+01, 8.252123408582994202e+00, 8.386355405915008276e+00
2.417334056023608824e+01, 2.351152648203349926e+01, 8.240212831761361656e+00, 8.384064790485981078e+00
2.409465312060161324e+01, 2.343049097108277934e+01, 8.238615149548705219e+00, 8.379981083482372028e+00
2.401356272084787236e+01, 2.333785409646193187e+01, 8.233743915991697193e+00, 8.375558857399571622e+00
2.393349616005819769e+01, 2.326480011662566483e+01, 8.235029778913327547e+00, 8.346398360186643828e+00
2.384740438032003595e+01, 2.316007234572512274e+01, 8.222435972526962900e+00, 8.346538942168892916e+00
2.376960238885261489e+01, 2.306737029120576921e+01, 8.213867405534012178e+00, 8.292821014231604337e+00
2.368902399602939113e+01, 2.296845167646781150e+01, 8.217082674039735579e+00, 8.260147598396276436e+00
2.358736417094758053e+01, 2.283908247244136192e+01, 8.214596063064583120e+00, 8.212365847946180963e+00
2.351532404356223438e+01, 2.276887610606774004e+01, 8.167769184827939455e+00, 8.096944569576525197e+00
2.344450382339829630e+01, 2.269679453518697798e+01, 8.168533631364566006e+00, 8.094862318571165005e+00
2.336298107315080230e+01, 2.262954002249481178e+01, 8.172202062364348762e+00, 8.088664209033403552e+00
2.329154130542918111e+01, 2.256258400071260439e+01, 8.144424767455985759e+00, 8.087254673370628311e+00
2.321821779875868685e+01, 2.249645298247141412e+01, 8.141759396803012194e+00, 8.088076759169895880e+00
2.314939623159630600e+01, 2.242554327110597256e+01, 8.131276115612863009e+00, 8.089707626918601235e+00
2.305173414314883829e+01, 2.235283167516694647e+01, 8.133727333116274494e+00, 8.083564768730534311e+00
2.297275698438807723e+01, 2.228720579565059268e+01, 8.058637057044220953e+00, 8.062517433302502923e+00
2.290477133325660475e+01, 2.222332559970550747e+01, 8.028235502573073390e+00, 8.057365911387158519e+00
2.283140429327421117e+01, 2.213947734584848703e+01, 8.025347726069250953e+00, 8.058935801132552257e+00
2.276194908181419052e+01, 2.207742095213054512e+01, 8.018799738018012491e+00, 8.024178403729091968e+00
2.269227029319977618e+01, 2.199393428202115430e+01, 8.007687302911454807e+00, 8.026568916472042403e+00
2.261090698220672479e+01, 2.193071811918337133e+01, 8.006697928293652566e+00, 7.992667962746685895e+00
2.254272697370991096e+01, 2.184894205025387848e+01, 7.961977874689995183e+00, 7.985751905738540657e+00
2.246229193966037840e+01, 2.178655426019412644e+01, 7.961217807675391001e+00, 7.953029103510327324e+00
2.240022267272209433e+01, 2.172075712991620478e+01, 7.915744874082301763e+00, 7.944986616286466408e+00
2.233525304741324646e+01, 2.164063918429701516e+01, 7.920162526646960188e+00, 7.938464313664462146e+00
2.227432818798903114e+01, 2.157636303505622166e+01, 7.922249205169171304e+00, 7.907532976124366897e+00
2.221364092536049029e+01, 2.151252383758185616e+01, 7.926453736737857803e+00, 7.901779359139297298e+00
2.215217996880339157e+01, 2.144187984842136885e+01, 7.931081779982586788e+00, 7.895291995064869894e+00
2.209222282323111131e+01, 2.137719397083738926e+01, 7.935092186803854197e+00, 7.876884310103890563e+00
2.202354072152962416e+01, 2.132109839387663897e+01, 7.939812018277076611e+00, 7.867318259976853412e+00
2.196421163351208605e+01, 2.126350020869067237e+01, 7.917474526856882022e+00, 7.868934369106602489e+00
2.190218036216137065e+01, 2.120746843496991474e+01, 7.918736947533652426e+00, 7.870060195409004145e+00
2.184409679673855109e+01, 2.114457745543003142e+01, 7.910079737370108610e+00, 7.873338948215073074e+00
2.178302941700409079e+01, 2.109018975284855557e+01, 7.914820670367859634e+00, 7.865572602156416515e+00
2.171325236247025714e+01, 2.103425633531891492e+01, 7.908055775286303657e+00, 7.869061020794930528e+00
2.165661646508898031e+01, 2.097245192178938566e+01, 7.878737748946332609e+00, 7.865949334861578990e+00
2.159854932923068915e+01, 2.089981065680048644e+01, 7.883261984945544754e+00, 7.859389070699024593e+00
2.154225495538728197e+01, 2.084557162155143573e+01, 7.887847146050409819e+00, 7.834956900392881174e+00
2.148658879154101697e+01, 2.078812256940831560e+01, 7.889564975935495994e+00, 7.837255114339149564e+00
2.142993524050011445e+01, 2.073592090223468887e+01, 7.894228152639088947e+00, 7.833719005006458680e+00
2.137432533890928354e+01, 2.067634162570275436e+01, 7.893139897936117144e+00, 7.837679458163278490e+00
2.131647140822621367e+01, 2.060924289030580070e+01, 7.897238487812458629e+00, 7.829866863194315130e+00
2.125868515644402734e+01, 2.054097665599942246e+01, 7.897796236607975473e+00, 7.808867817204347084e+00
2.120551070758465073e+01, 2.048562332623414406e+01, 7.897645249302353676e+00, 7.784782768216652826e+00
2.113936666027321820e+01, 2.039934582404812957e+01, 7.902481686560475005e+00, 7.782110544016874520e+00
2.108379541946781899e+01, 2.035013010488546215e+01, 7.886466023865629893e+00, 7.723639712886670061e+00
2.102877892876815125e+01, 2.030153048385332326e+01, 7.882290491647752084e+00, 7.728387271967320338e+00
2.097534625716441070e+01, 2.025306983743480416e+01, 7.879423908235622775e+00, 7.733006911700000430e+00
2.092417926990005483e+01, 2.019626080339742202e+01, 7.879062713722104760e+00, 7.737947008842952279e+00
2.086806678584366281e+01, 2.012375733691724378e+01, 7.884549636850153753e+00, 7.729929978245777988e+00
2.081200320169328677e+01, 2.007661203418472340e+01, 7.882380811030485823e+00, 7.693385708469521411e+00
2.075327206392849178e+01, 2.000659652184817006e+01, 7.874257272328296864e+00, 7.698159535609623738e+00
2.070390224485084829e+01, 1.995748223843570912e+01, 7.864851035813409830e+00, 7.662778874253874051e+00
2.064360859921267988e+01, 1.991041189082807605e+01, 7.869767356062207675e+00, 7.663751489635562741e+00
2.059110270057740877e+01, 1.986497824369609688e+01, 7.850925476294082550e+00, 7.666100819537180477e+00
2.053052376754940056e+01, 1.978847599979343386e+01, 7.847229483303815201e+00, 7.671709983478470996e+00
2.047553462291758919e+01, 1.974389876344524453e+01, 7.832084240684870302e+00, 7.623307448229187600e+00
2.042828995139351633e+01, 1.969218339327870737e+01, 7.821520577384051265e+00, 7.628612191466294767e+00
2.038132297786379254e+01, 1.964641628872760037e+01, 7.827346149311340540e+00, 7.622752912156363969e+00
2.030383177296187469e+01, 1.959575301159938476e+01, 7.832725495539580862e+00, 7.625964617300473591e+00
2.025428090704750161e+01, 1.955269453610457475e+01, 7.774449761375531232e+00, 7.616074913076846364e+00
2.020294181482575269e+01, 1.948780458495177115e+01, 7.771333459302712576e+00, 7.622279549096153239e+00
2.015654260662913444e+01, 1.944451905834546324e+01, 7.769114776369416830e+00, 7.592968586892393290e+00
2.011160499096394005e+01, 1.939794437535512373e+01, 7.771644176310390506e+00, 7.598247749887135249e+00
2.006549663339550804e+01, 1.934053840448533990e+01, 7.777553353491443389e+00, 7.598103824547870921e+00
2.002114954948023495e+01, 1.929322841653640808e+01, 7.782109279782347677e+00, 7.580193937253134173e+00
1.997191866332895316e+01, 1.925193957156494662e+01, 7.788089622280566005e+00, 7.577816214263185302e+00
1.992801026305120260e+01, 1.920795471613622141e+01, 7.783028254107296817e+00, 7.584050684338799364e+00
1.988397065225572291e+01, 1.915777843741616948e+01, 7.788592255397196240e+00, 7.586326508181779893e+00
1.984057213470003589e+01, 1.911139870854498213e+01, 7.794328624739316425e+00, 7.578300447483026225e+00
1.979678550550738336e+01, 1.906963835071318059e+01, 7.800394590361783287e+00, 7.575790897619192776e+00
1.975154353196156265e+01, 1.901625420302222480e+01, 7.804603283340778574e+00, 7.580391094207063141e+00
1.970803562315440516e+01, 1.897608256845485641e+01, 7.807353774402115754e+00, 7.565289932059021005e+00
1.966240455860151570e+01, 1.893650961066375515e+01, 7.811283208549713919e+00, 7.571466288729387095e+00
1.962002591483078362e+01, 1.889166748376450755e+01, 7.810503037588844677e+00, 7.578281614012587042e+00
1.957714513302868298e+01, 1.885199788757860873e+01, 7.816331374808669352e+00, 7.576399433135029504e+00
1.953107923567296922e+01, 1.881311729458633764e+01, 7.820134076470996121e+00, 7.582528852704940370e+00
1.948119382889737139e+01, 1.874921682412823287e+01, 7.817526500633879216e+00, 7.589304940676281142e+00
1.944001455410623791e+01, 1.870385389952438615e+01, 7.810434378414636392e+00, 7.555258970197377799e+00
1.939395891209355582e+01, 1.866577272886843986e+01, 7.816370411523474004e+00, 7.550759098139140590e+00
1.935032248374147201e+01, 1.861418154793648938e+01, 7.812667692876067882e+00, 7.557440332907521707e+00
1.931032720921150414e+01, 1.857381161712082829e+01, 7.813947207268197914e+00, 7.541979537520050236e+00
1.927016170134889350e+01, 1.853537433057687878e+01, 7.820351666203491980e+00, 7.544404126090770824e+00
1.922747418784049600e+01, 1.849822245895621364e+01, 7.826050436791758713e+00, 7.549683397342731084e+00
1.918310217186187216e+01, 1.844522292374195516e+01, 7.826867270946907595e+00, 7.556776346585292181e+00
1.913819042178346663e+01, 1.840877340560737707e+01, 7.825420877841177791e+00, 7.537756046050730241e+00
1.909630428996373297e+01, 1.835821365851162668e+01, 7.821775851840052418e+00, 7.545039707586707500e+00
1.905607185861118680e+01, 1.832218244205812141e+01, 7.823455789432871121e+00, 7.529264283740369379e+00
1.901310627005154075e+01, 1.827071956119978680e+01, 7.827043789178040889e+00, 7.536560359168577250e+00
1.897516867365375859e+01, 1.823304205605567674e+01, 7.826061058671450965e+00, 7.518431603769598404e+00
1.893623551563779017e+01, 1.819746601092824889e+01, 7.832736245749641668e+00, 7.522216780511141287e+00
1.889732597122176472e+01, 1.816204060953853627e+01, 7.837549103892341051e+00, 7.529201067604748054e+00
1.885885285157744562e+01, 1.812567630119976059e+01, 7.842121142394074873e+00, 7.536210913708942805e+00
1.882068995279902879e+01, 1.809063193174040052e+01, 7.847111190358752708e+00, 7.541490615629247607e+00
1.878370628885598137e+01, 1.805244858019353416e+01, 7.852326634024248797e+00, 7.548675211251469008e+00
1.874365501283754298e+01, 1.801818506324139335e+01, 7.859146953323159934e+00, 7.550656962510843506e+00
1.870612488020958253e+01, 1.797500480288709568e+01, 7.860886446036205122e+00, 7.558607412057479991e+00
1.866758007193359958e+01, 1.793121175395022959e+01, 7.866273263849703490e+00, 7.552276315548107632e+00
1.862737455063826886e+01, 1.789749239530232927e+01, 7.869659540795216124e+00, 7.544524963256963979e+00
1.859022790195384189e+01, 1.785778213947686055e+01, 7.870466500663715337e+00, 7.552464476130555937e+00
1.855216422018659372e+01, 1.782462867754998825e+01, 7.875417349205894979e+00, 7.550707896382517603e+00
1.851235722806508122e+01, 1.777762772503031385e+01, 7.878994908686951071e+00, 7.558941934912010829e+00
1.847694805008513441e+01, 1.774068208342945852e+01, 7.879098732896652635e+00, 7.545427534372719514e+00
1.843928475989982729e+01, 1.770823180748141823e+01, 7.885772962530362307e+00, 7.547012668561977833e+00
1.840282982614776586e+01, 1.767576052589015845e+01, 7.889267141875790479e+00, 7.555464174772984265e+00
1.836786914809725957e+01, 1.764256902612905975e+01, 7.894261522280003440e+00, 7.563651700617675999e+00
1.833201537142910809e+01, 1.760977394226408776e+01, 7.901110825218466971e+00, 7.570539365415788424e+00
1.829736931410090151e+01, 1.757182566927970768e+01, 7.906610841448189042e+00, 7.577837889352546874e+00
1.825955101878390963e+01, 1.754018099494928506e+01, 7.913237257466931851e+00, 7.577168699559854836e+00
1.822517423194756958e+01, 1.750778521180228253e+01, 7.915585559636808988e+00, 7.585840743244093964e+00
1.818409330567715898e+01, 1.747569843643921317e+01, 7.922426203975427406e+00, 7.593162014340189891e+00
1.815053726057183070e+01, 1.744205735214426767e+01, 7.919743749790189469e+00, 7.600835419511879465e+00
1.811610425856454754e+01, 1.741046452086863994e+01, 7.927178396439929386e+00, 7.606028174769679850e+00
1.807877623581425652e+01, 1.736320721076243245e+01, 7.933332762221655621e+00, 7.614009162907837691e+00
1.804247915282264358e+01, 1.733268566340521488e+01, 7.934418531731812330e+00, 7.599229888730441473e+00
1.800809989109740172e+01, 1.730205689698913929e+01, 7.937674417947956584e+00, 7.608211367744157627e+00
1.797473930349827853e+01, 1.727064430526214167e+01, 7.943290922439746105e+00, 7.616855594612570002e+00
1.794006893085603593e+01, 1.723102088432452561e+01, 7.950083786592943014e+00, 7.624236843824113485e+00
1.790720132991213376e+01, 1.719963791231691985e+01, 7.954316523274780337e+00, 7.619887298135878950e+00
1.787463039945959054e+01, 1.716782992848362355e+01, 7.961406900376696960e+00, 7.626852258531796380e+00
1.784202305213985440e+01, 1.713206794898629681e+01, 7.968724180369429533e+00, 7.633063412565450179e+00
1.781009264439384765e+01, 1.709835092034919413e+01, 7.975377955118962525e+00, 7.633610640573553319e+00
1.777810436945440031e+01, 1.706233919138257704e+01, 7.982857604237289628e+00, 7.636791150438167364e+00
1.774664471567458435e+01, 1.703023431234132090e+01, 7.989955156314665352e+00, 7.636516004537268643e+00
1.771530083299114722e+01, 1.699878965939148756e+01, 7.997899989886326999e+00, 7.641470381545491186e+00
1.768245688651844816e+01, 1.696157293267452104e+01, 8.005867956913705896e+00, 7.647205638427592156e+00
1.764885986178779476e+01, 1.693294834314905373e+01, 8.011085334701336436e+00, 7.644842384328287999e+00
1.761447732877065064e+01, 1.690447211589381382e+01, 8.016281526790290712e+00, 7.654264137129779932e+00
1.758335149362292071e+01, 1.687549565949575126e+01, 8.020446982622463139e+00, 7.663771754000911152e+00
1.755279317863307753e+01, 1.684453111377625234e+01, 8.028154435093012964e+00, 7.672388212263239637e+00
1.752070010209136441e+01, 1.680478152504203138e+01, 8.036343910565268089e+00, 7.678117509286940034e+00
1.748637568475641046e+01, 1.677676913200117426e+01, 8.041611162986393779e+00, 7.671811947450124514e+00
1.745432740952484707e+01, 1.674902727591835827e+01, 8.045352949514661844e+00, 7.681374386928322195e+00
1.742412315505066189e+01, 1.671903314623665082e+01, 8.051560325627892922e+00, 7.691062748656415593e+00
1.739267696787877426e+01, 1.669075269430549824e+01, 8.059751282074859802e+00, 7.697457920877141646e+00
1.736301093534310169e+01, 1.665934949801698295e+01, 8.066630254779125764e+00, 7.706051890620673639e+00
1.733306527150795517e+01, 1.662709413527526792e+01, 8.074819423554256304e+00, 7.710452891539596898e+00
1.729635000689235724e+01, 1.659910686199627605e+01, 8.082379182873708601e+00, 7.713648912095942833e+00
1.726409690105387895e+01, 1.657213977881962208e+01, 8.082878511363299268e+00, 7.722627665365986438e+00
1.723427656709463207e+01, 1.653882558069179964e+01, 8.088175891647695792e+00, 7.732589540141055373e+00
1.720433822382290501e+01, 1.650465095707539120e+01, 8.095374007700248953e+00, 7.734269989911699561e+00
1.717573439216370801e+01, 1.647644499633269533e+01, 8.102191478678511416e+00, 7.734683601922368368e+00
