# p3_filt_x, p3_filt_y, p3_smoothed_x, p3_smoothed_y
4.302764192688064782e+01, 4.307060036470080178e+01, 1.480412390983426008e+01, 1.469118667653840760e+01
4.245089109905873670e+01, 4.260821116600251912e+01, 1.467693578992926717e+01, 1.462000021069957256e+01
4.200729712270488392e+01, 4.214473578764181383e+01, 1.433138207427476019e+01, 1.454122582841557687e+01
4.157211847125549298e+01, 4.158598104599281697e+01, 1.426372363425598877e+01, 1.444071866203502275e+01
4.104074355582103095e+01, 4.114980439611296248e+01, 1.418956044980546238e+01, 1.408054221927936389e+01
4.063675318822065208e+01, 4.072339958522711356e+01, 1.385248739020333630e+01, 1.396791038769505988e+01
4.023997875755309650e+01, 4.023987703610927724e+01, 1.377979689631477100e+01, 1.384969255483579431e+01
3.986405535348517049e+01, 3.981916887491142631e+01, 1.370529399277883087e+01, 1.354630342678951038e+01
3.946970686862613320e+01, 3.945668295086976940e+01, 1.365041039126816713e+01, 1.335228041119469999e+01
3.896227203728125232e+01, 3.907048719324576780e+01, 1.354563308654500808e+01, 1.330582039912512116e+01
3.856527127839289903e+01, 3.872267365640681192e+01, 1.314200821745480674e+01, 1.319767425957956952e+01
3.823510221626131766e+01, 3.834830985335985076e+01, 1.294490386823457939e+01, 1.313442270325347394e+01
3.782355641472500452e+01, 3.801509973699925382e+01, 1.290188202096876324e+01, 1.298958781601128543e+01
3.749687170225319477e+01, 3.770509856208494881e+01, 1.261091634187536314e+01, 1.291489252699041934e+01
3.719159024296997273e+01, 3.735354777301338203e+01, 1.251474752915353328e+01, 1.287903398161697588e+01
3.687914050101438335e+01, 3.705772507487049694e+01, 1.247515420356884519e+01, 1.274812184415718974e+01
3.655298999749945921e+01, 3.676778958215020054e+01, 1.238379085546245761e+01, 1.271447319567081813e+01
3.626800817253176490e+01, 3.646295328710352379e+01, 1.223161362828247611e+01, 1.267437902493187529e+01
3.598878512458376377e+01, 3.617652448672508569e+01, 1.217809107894161258e+01, 1.261458567256438812e+01
3.568658320970903475e+01, 3.576029098971863363e+01, 1.212904602604580262e+01, 1.257318953679337703e+01
3.541344929915772610e+01, 3.541680386590779506e+01, 1.204912445109482277e+01, 1.225326105638601248e+01
3.505174911259462789e+01, 3.492604392229480226e+01, 1.199926903687902779e+01, 1.203770358104190841e+01
3.480055429462051109e+01, 3.463138933611564596e+01, 1.169835216547087064e+01, 1.139348204697448530e+01
3.456782545801950590e+01, 3.438716540278100098e+01, 1.162766598020511921e+01, 1.118872274357963015e+01
3.425806328682182311e+01, 3.415718005566566973e+01, 1.160208837597608067e+01, 1.110467560507999707e+01
3.401917791107127442e+01, 3.393369456028595010e+01, 1.143163836707769043e+01, 1.108242759544461897e+01
3.378323344409885465e+01, 3.371570821022023523e+01, 1.137983824515818654e+01, 1.104299402198096658e+01
3.356731071887823958e+01, 3.348259273304571337e+01, 1.132249955418596166e+01, 1.101782401765370345e+01
3.330534452958931269e+01, 3.326505796749560773e+01, 1.129562922632180744e+01, 1.092471807995248412e+01
3.309470841818178855e+01, 3.305502340300046171e+01, 1.116723406212843805e+01, 1.089443632690789698e+01
3.288542256322499213e+01, 3.279963107747123985e+01, 1.113630501376702320e+01, 1.085488141845011079e+01
3.268323438525178659e+01, 3.259298926613352876e+01, 1.108779339739368197e+01, 1.066082666141720559e+01
3.241251755618591801e+01, 3.238287906977942043e+01, 1.105999066086686078e+01, 1.059926756306450635e+01
3.217764167365802308e+01, 3.218858016415079248e+01, 1.088924227587171956e+01, 1.055915199454618225e+01
3.197323099314872863e+01, 3.200043130297640914e+01, 1.077613764872231528e+01, 1.053571830264021258e+01
3.176885729913504264e+01, 3.181602561147957431e+01, 1.071924485832032481e+01, 1.050622264611303613e+01
3.158419023250921498e+01, 3.162203768538991255e+01, 1.065235686614531296e+01, 1.048629074462790989e+01
3.138213086148422448e+01, 3.144299259487009834e+01, 1.062261937541638268e+01, 1.041954542901976133e+01
3.117162403337389165e+01, 3.126125244862731734e+01, 1.054785607185929841e+01, 1.040026500659410402e+01
3.098859471562981582e+01, 3.108880925216536539e+01, 1.044270171311598183e+01, 1.037090224366741609e+01
3.080660366289768959e+01, 3.091888099322919103e+01, 1.039341944547542163e+01, 1.035100733064802370e+01
3.063520651362286884e+01, 3.072206524996046895e+01, 1.034006798151838957e+01, 1.033127144923725815e+01
3.045692299694804817e+01, 3.055781929106194639e+01, 1.030555622897749757e+01, 1.023406970340924538e+01
3.028897870720171071e+01, 3.039158244481673421e+01, 1.024990099353810002e+01, 1.021514081104442795e+01
3.012415270030239611e+01, 3.022782096188966250e+01, 1.021254412925274124e+01, 1.018294950511546659e+01
2.994825291246078436e+01, 3.007026785832169224e+01, 1.017730368258066953e+01, 1.015186702971390176e+01
2.979180225604175902e+01, 2.990915945025399125e+01, 1.011027546406104705e+01, 1.013331218088868546e+01
2.963083297719404996e+01, 2.971467716394857561e+01, 1.008358573196610841e+01, 1.009946375821751019e+01
2.948066403411071335e+01, 2.955318284773989390e+01, 1.004006286769927492e+01, 9.976963297736542557e+00
2.932904736057312789e+01, 2.939849567805030617e+01, 1.001699730258016707e+01, 9.926283334170163286e+00
2.917767815486996597e+01, 2.925083936833229714e+01, 9.988112017999759118e+00, 9.886609561288089765e+00
2.902490061641076480e+01, 2.910688917809942566e+01, 9.955588037880696461e+00, 9.861771057293303500e+00
2.888238510971680739e+01, 2.894248577447503123e+01, 9.915871916133383479e+00, 9.842879832423131248e+00
2.874253695531532671e+01, 2.877480910494290711e+01, 9.891642645907072762e+00, 9.765041240988590943e+00
2.860463145178628963e+01, 2.862548016803374296e+01, 9.869320256126247415e+00, 9.665707369369108903e+00
2.844403576584370441e+01, 2.848972539789220093e+01, 9.848118655588974590e+00, 9.609949002778789051e+00
2.830542756837238372e+01, 2.835386968227429350e+01, 9.782532831585672994e+00, 9.593564147959696697e+00
2.817304386802873850e+01, 2.820869416359092341e+01, 9.754952510644175234e+00, 9.567127615641735972e+00
2.803788924499504276e+01, 2.807745534103456109e+01, 9.732947036892836579e+00, 9.510483523252622362e+00
2.789532374761793676e+01, 2.794893964805542197e+01, 9.706236341617273666e+00, 9.487871308156300643e+00
2.776837128320986636e+01, 2.780348254023643406e+01, 9.664113635717589190e+00, 9.469504125256422711e+00
2.763591796264670108e+01, 2.767800474357710527e+01, 9.645306896632915183e+00, 9.393102921731710353e+00
2.750608180911382661e+01, 2.755376533788686544e+01, 9.616010263177919626e+00, 9.373533771029672224e+00
2.734692297876308587e+01, 2.742356013940698034e+01, 9.588945039588162800e+00, 9.353169687101953400e+00
2.722679774030859789e+01, 2.729645447653327750e+01, 9.497949917604049830e+00, 9.326251269915273312e+00
2.709597033834877777e+01, 2.717850266074973931e+01, 9.480611569266367056e+00, 9.287760778104290793e+00
2.697466833629876248e+01, 2.705967396830550697e+01, 9.441565617755044215e+00, 9.274529051117935907e+00
2.680873657252259434e+01, 2.693201649613550330e+01, 9.418316465578463692e+00, 9.252211808942480076e+00
2.669603149844597922e+01, 2.680596675413752195e+01, 9.297386678976607755e+00, 9.218304394420554715e+00
2.658303336150085983e+01, 2.669165083685834006e+01, 9.281157492480103244e+00, 9.169518955178745045e+00
2.646972876125092000e+01, 2.657977810575458477e+01, 9.263338695335480821e+00, 9.147796183880943843e+00
2.636054144888733219e+01, 2.646246097383061624e+01, 9.243064864315256202e+00, 9.129620854674813657e+00
2.624901174087289846e+01, 2.635417020440463887e+01, 9.228342582683021433e+00, 9.092570622348127074e+00
2.614146905341619131e+01, 2.622784343240880034e+01, 9.207512459106432345e+00, 9.078092037908458423e+00
2.602881817994752467e+01, 2.612316904625639324e+01, 9.188398172620701132e+00, 9.011932469803715762e+00
2.585770062809485736e+01, 2.599432694655810394e+01, 9.161493346096069246e+00, 9.001474704468369836e+00
2.574461935785855360e+01, 2.589351440360872303e+01, 9.008645372818596897e+00, 8.941619542870064663e+00
2.564349623685149027e+01, 2.579074496074201406e+01, 8.971184511702656295e+00, 8.932607824658054696e+00
2.554359707465704687e+01, 2.568939260748929954e+01, 8.955909782296030741e+00, 8.914793065774057723e+00
2.543154166547592254e+01, 2.559039246954510460e+01, 8.941269849977645734e+00, 8.898224894455301737e+00
2.532357054088222625e+01, 2.549412597912589362e+01, 8.899109678800307677e+00, 8.886984080289185073e+00
2.522519756378608946e+01, 2.539787970052040222e+01, 8.863291043350420395e+00, 8.878680405488891481e+00
2.512667176311305894e+01, 2.530267361849112362e+01, 8.845089334276432069e+00, 8.868079699686857609e+00
2.502680558072364292e+01, 2.520674046845984861e+01, 8.824783736430839909e+00, 8.857908627213362251e+00
2.492754875787625579e+01, 2.511429266726849718e+01, 8.799848065839913858e+00, 8.844082414396277514e+00
2.483654292636391858e+01, 2.501391129351695852e+01, 8.773735061680813629e+00, 8.836458283748857667e+00
2.474173871387274559e+01, 2.488720365830060643e+01, 8.763516110527902470e+00, 8.809370252225866338e+00
2.464918015233148907e+01, 2.479714781030954640e+01, 8.741783330118231277e+00, 8.719123764015208167e+00
2.454476990093844790e+01, 2.470746881852694798e+01, 8.725036748756815896e+00, 8.708832828479190269e+00
2.444601093090919974e+01, 2.462002383988226484e+01, 8.681468205278461525e+00, 8.698991423173731974e+00
2.435963596760296568e+01, 2.451583601323349626e+01, 8.647042254237776504e+00, 8.691541843785834942e+00
2.427377506294787679e+01, 2.442389181779272178e+01, 8.636159562005291335e+00, 8.644314155414294376e+00
2.416511769703739887e+01, 2.433624439859820754e+01, 8.625715254075149829e+00, 8.621175963428575173e+00
2.407683202649541698e+01, 2.425298573616439057e+01, 8.565404714734599523e+00, 8.608219958864250287e+00
2.398931261967439355e+01, 2.417073891827492105e+01, 8.545325542958394749e+00, 8.601869391266559361e+00
2.390386846334731530e+01, 2.408840820225006141e+01, 8.525203785752173857e+00, 8.596234635211560615e+00
2.382302219054591319e+01, 2.400247468738820800e+01, 8.507873983485630731e+00, 8.589025258899233961e+00
2.374215523798516614e+01, 2.391881351932108402e+01, 8.499100312997503792e+00, 8.572914584840628294e+00
2.366321843020301685e+01, 2.382646718999976088e+01, 8.488960815452173847e+00, 8.560080597858524598e+00
2.357923822135493452e+01, 2.374792863058910797e+01, 8.481699289791830410e+00, 8.527048368450701687e+00
2.349542170397722174e+01, 2.367027607109208276e+01, 8.462486377362012036e+00, 8.521806848814655666e+00
2.341005654057790508e+01, 2.359340844444851015e+01, 8.441992737660212853e+00, 8.517155805112695433e+00
2.333454264011929524e+01, 2.350566484681926838e+01, 8.416386158192977973e+00, 8.512798242670935878e+00
2.325837704234457348e+01, 2.341001881672054807e+01, 8.410831242800517416e+00, 8.485037013581239407e+00
2.318400830852982253e+01, 2.333038701109620661e+01, 8.402698635299518770e+00, 8.437864234812428421e+00
2.309374348431529356e+01, 2.325568213482501889e+01, 8.396918165903704434e+00, 8.422358810142000607e+00
2.301245888677753371e+01, 2.314070564158123133e+01, 8.356679197297703254e+00, 8.417049272212361544e+00
2.293967238009854270e+01, 2.306746314435506306e+01, 8.333268961246101725e+00, 8.321613151105848871e+00
2.286892609658064046e+01, 2.299234323244941081e+01, 8.326240524168321500e+00, 8.314067558510142675e+00
2.279144333846953074e+01, 2.292160004189217304e+01, 8.322137617994572523e+00, 8.300963948138743831e+00
2.269405596857760443e+01, 2.284526729937660861e+01, 8.303797763096502749e+00, 8.297693940925185530e+00
2.262468326453669221e+01, 2.276509319297855072e+01, 8.243102147565611659e+00, 8.282473127125845380e+00
2.254890136193800743e+01, 2.269685303015607403e+01, 8.237352415830674346e+00, 8.255285953325229187e+00
2.247162970242280622e+01, 2.262908211536186087e+01, 8.217693754398020189e+00, 8.252742435890276340e+00
2.239225995358291499e+01, 2.256214814935772139e+01, 8.193505829668771057e+00, 8.250030832030256889e+00
2.232304610078396223e+01, 2.247345570384077362e+01, 8.162896935744401006e+00, 8.247833521987823602e+00
2.224993082147028645e+01, 2.240799094044311346e+01, 8.153283415731770845e+00, 8.199534076757920786e+00
2.217008924629253386e+01, 2.234065072098631433e+01, 8.133620026946744019e+00, 8.197723357376467845e+00
2.210306854436288049e+01, 2.227637472164613541e+01, 8.098391410157619319e+00, 8.190894637075150087e+00
2.203556455862310415e+01, 2.221272625015815905e+01, 8.088439386608119008e+00, 8.189312206308555275e+00
2.197102744612521974e+01, 2.214889387674269372e+01, 8.076371784954334387e+00, 8.188117546241745259e+00
2.188123095803347695e+01, 2.207875723274582214e+01, 8.069762885944733455e+00, 8.185893371050733336e+00
2.181921258391761853e+01, 2.200602856686665376e+01, 8.007890373093417224e+00, 8.168084539356005536e+00
2.175865932329434571e+01, 2.194122056005097932e+01, 8.005161514732662909e+00, 8.147344121706041165e+00
2.169813801898277816e+01, 2.187863846877502638e+01, 8.003550666001743252e+00, 8.140492763065005022e+00
2.163815743885938048e+01, 2.181522070892988907e+01, 8.001070947927695798e+00, 8.136927740509186435e+00
2.157497929371092837e+01, 2.175331985307230553e+01, 7.998935715967551374e+00, 8.131324413808114215e+00
2.150963080139989003e+01, 2.169394001868707988e+01, 7.988256005969901707e+00, 8.128130945546605091e+00
2.145029291556942042e+01, 2.162319857545053736e+01, 7.971885656131293629e+00, 8.128162134918197168e+00
2.137307500586564757e+01, 2.150673250647349377e+01, 7.970083202300607184e+00, 8.107024929363637611e+00
2.131674099744022399e+01, 2.144533656679472955e+01, 7.933758193091836830e+00, 7.995191660037198389e+00
2.125867316610618829e+01, 2.138824905229879292e+01, 7.934145960187708013e+00, 7.986619170467425199e+00
2.120152489757117209e+01, 2.131922281324267843e+01, 7.930197271827870154e+00, 7.985872092600478034e+00
2.114635368435738272e+01, 2.125691442850604673e+01, 7.927666722543659894e+00, 7.960599451490861789e+00
2.109179529719869350e+01, 2.119491509436364396e+01, 7.928073982780232676e+00, 7.947433136886213667e+00
2.102515516816468377e+01, 2.113864500241904310e+01, 7.929014943718605046e+00, 7.933692334848938543e+00
2.096988140804695178e+01, 2.106706450336615788e+01, 7.906297241589305358e+00, 7.931757122120683512e+00
2.091180155098726345e+01, 2.101349030823681829e+01, 7.903945057497520743e+00, 7.896935284747195638e+00
2.085891766409113046e+01, 2.095460216062652137e+01, 7.896294333583282032e+00, 7.897950801494328488e+00
2.079278019725457582e+01, 2.089954032127419126e+01, 7.897341188352152486e+00, 7.887202726794081187e+00
2.073160968826670825e+01, 2.084705285433846100e+01, 7.873258156865034607e+00, 7.884727043727728812e+00
2.067905199349928580e+01, 2.079377827428906755e+01, 7.857383960758260066e+00, 7.886014677972596587e+00
2.061091655500007391e+01, 2.073911162278958642e+01, 7.856999896980713771e+00, 7.884754196635054058e+00
2.055501608223171672e+01, 2.068803800781692104e+01, 7.826120767955369928e+00, 7.880710235340051995e+00
2.048661753255211693e+01, 2.063490484597432939e+01, 7.817345571696860063e+00, 7.882520676174764596e+00
2.043660460239057386e+01, 2.057931899638028739e+01, 7.782859192419540939e+00, 7.879582609234899948e+00
2.038308757151254014e+01, 2.052944326782854034e+01, 7.784462920985975032e+00, 7.871899040966852112e+00
2.033409759583813781e+01, 2.047693246270160472e+01, 7.777732636196980742e+00, 7.874077116305762125e+00
2.028272777585399567e+01, 2.042765695805655213e+01, 7.779857286357556134e+00, 7.871114276608910387e+00
2.023067349550097660e+01, 2.035832506843470213e+01, 7.776473018292188399e+00, 7.873383385650810418e+00
2.018208392786835503e+01, 2.030090495510161475e+01, 7.772696703656667871e+00, 7.838627948151045466e+00
2.013131457049218653e+01, 2.023196509005327570e+01, 7.774044570898338335e+00, 7.824233700232907651e+00
2.007860207181029821e+01, 2.018468726102656774e+01, 7.770624148928312103e+00, 7.786741792704557241e+00
2.003113830158545383e+01, 2.013632278773348006e+01, 7.763007991284808895e+00, 7.789641956824428171e+00
1.998443935388523585e+01, 2.008103829968099419e+01, 7.764474600780037150e+00, 7.789724876680821808e+00
1.993578462745870539e+01, 2.003473374554356568e+01, 7.766814260481751830e+00, 7.775982634687901296e+00
1.988899167477017471e+01, 1.998825399766550603e+01, 7.765325743255007573e+00, 7.779042870947397326e+00
1.984146251243550196e+01, 1.994200927579745652e+01, 7.766722704116693521e+00, 7.781219392345202657e+00
1.979483519594002061e+01, 1.988176512052763911e+01, 7.766460476634867938e+00, 7.783367105214034964e+00
1.975012198598484048e+01, 1.983242878074475257e+01, 7.766865422212800851e+00, 7.758276934496586286e+00
1.970563161631751825e+01, 1.978607634688587424e+01, 7.770529796113621046e+00, 7.752823990454093206e+00
1.966105563368382292e+01, 1.973946335116761475e+01, 7.774195454786913650e+00, 7.752904050110648981e+00
1.961708087220010910e+01, 1.968916042750864293e+01, 7.777497442670740391e+00, 7.751814278617676912e+00
1.957189458549787631e+01, 1.963557136272480363e+01, 7.781024909812272128e+00, 7.743068737695303128e+00
1.951476608253559775e+01, 1.958911311331551275e+01, 7.781499344440675259e+00, 7.727616310808764766e+00
1.946546234496925010e+01, 1.954583206401125395e+01, 7.763195498371572079e+00, 7.727169338587769332e+00
1.942209651817052674e+01, 1.950216070161837223e+01, 7.757245403404013473e+00, 7.731023279768187706e+00
1.937884165802917380e+01, 1.945855191792015049e+01, 7.760399286515642814e+00, 7.733100710032458913e+00
1.933557055762843291e+01, 1.941511029854741821e+01, 7.763484436851221027e+00, 7.734847834675584899e+00
1.929383193016888853e+01, 1.936763448044118974e+01, 7.766321532873047495e+00, 7.736469916079612652e+00
1.925004408666387690e+01, 1.932554440921638061e+01, 7.770832921698608509e+00, 7.729868002283819095e+00
1.919767416804508642e+01, 1.928287024698900964e+01, 7.772376205805191063e+00, 7.733321873354980447e+00
1.915678154534868582e+01, 1.923761024837383360e+01, 7.760020782943521489e+00, 7.736432767760391904e+00
1.911541946884390697e+01, 1.919549019103022403e+01, 7.764785915753693146e+00, 7.733046217146372747e+00
1.904580542006707589e+01, 1.914567235041043247e+01, 7.768871030433953884e+00, 7.735109707447221261e+00
1.900153888952156223e+01, 1.910545758814488337e+01, 7.727482961930105532e+00, 7.725914913096701753e+00
1.895207125765502809e+01, 1.906390455965240349e+01, 7.725715920882379351e+00, 7.730811400347068485e+00
1.890119980185465920e+01, 1.902267713043138286e+01, 7.715087199506606375e+00, 7.733327263049714517e+00
1.886031483897368233e+01, 1.898300510326475887e+01, 7.701592598686214153e+00, 7.735898237788820353e+00
1.882145670463931708e+01, 1.894065358019142309e+01, 7.703838323656137632e+00, 7.740395746523827114e+00
1.878242915151169257e+01, 1.890063870220469155e+01, 7.709038740017663649e+00, 7.739992141210447762e+00
1.874255640938847378e+01, 1.886108653445052141e+01, 7.713729448463628735e+00, 7.743258109035254577e+00
1.870298841487327834e+01, 1.882236182510045808e+01, 7.716896543917766138e+00, 7.746993103996698160e+00
1.866492587794314062e+01, 1.877784466330417956e+01, 7.720247633374744289e+00, 7.751895118899084558e+00
1.862158662384366892e+01, 1.873974305622357051e+01, 7.725485260654562758e+00, 7.746775277884005106e+00
1.856458685409931419e+01, 1.869586588761909951e+01, 7.722516296106739730e+00, 7.752184043349330977e+00
1.852676776981624940e+01, 1.865792987887653354e+01, 7.697291312978521205e+00, 7.748037456080679064e+00
1.848316287606747466e+01, 1.862005208024459790e+01, 7.701863689881695230e+00, 7.752832792358969272e+00
1.844286847691713405e+01, 1.858315533456175217e+01, 7.697007131652959799e+00, 7.757406201426120695e+00
1.839517111495987578e+01, 1.854474626578223706e+01, 7.697028649955826474e+00, 7.763302623657444279e+00
1.835922661301799508e+01, 1.850489879736016974e+01, 7.684848649361466499e+00, 7.766285497346741451e+00
1.832290921105051495e+01, 1.846717976811703110e+01, 7.691075514899215371e+00, 7.767264008601616254e+00
1.828646828598873597e+01, 1.842336767541946685e+01, 7.696444246866386507e+00, 7.771195346055674413e+00
1.825050184723841795e+01, 1.838670508884710841e+01, 7.701458692759456603e+00, 7.765555848065923250e+00
1.821278213133638246e+01, 1.835070556962141097e+01, 7.706931434175148254e+00, 7.770450834836316822e+00
1.817768173950994992e+01, 1.831045336497098930e+01, 7.709489906086028910e+00, 7.776140830195099163e+00
1.814274623524994823e+01, 1.827346923653160360e+01, 7.715838268401419064e+00, 7.775216441429401826e+00
1.810800085134498261e+01, 1.823649956968302988e+01, 7.722234529447556284e+00, 7.778928076933943281e+00
1.806958051149432620e+01, 1.820174042678470272e+01, 7.728721166715443402e+00, 7.782442746788627908e+00
1.803291262453445398e+01, 1.816707653797212529e+01, 7.729569412156314989e+00, 7.788966833304056259e+00
1.799444339710610308e+01, 1.813266144539720770e+01, 7.732780353271554219e+00, 7.795458657777057709e+00
1.795983453385039752e+01, 1.809761410763032430e+01, 7.733083690025130963e+00, 7.802043448672400849e+00
1.792594053320010161e+01, 1.805879461879924364e+01, 7.738879011428234200e+00, 7.807650674518312073e+00
1.788993940734101784e+01, 1.802495039260179155e+01, 7.745508617622067327e+00, 7.807641106065547731e+00
1.785563970650396470e+01, 1.798963223063623573e+01, 7.748941512845076041e+00, 7.814461546386915813e+00
1.782172206544631266e+01, 1.795554320657890557e+01, 7.754654488273703627e+00, 7.819154538881181615e+00
1.778879676811544286e+01, 1.791951298134555870e+01, 7.760735650774666539e+00, 7.825317933509584378e+00
1.775089241188321054e+01, 1.788637167603527800e+01, 7.768044601063941457e+00, 7.828623288173004902e+00
1.771811528200194630e+01, 1.785118724317312200e+01, 7.768171092309223980e+00, 7.835625628949765442e+00
1.768250323573563776e+01, 1.781841847804318135e+01, 7.775317979238023369e+00, 7.839816061510805234e+00
1.764019371270976322e+01, 1.778371829437680773e+01, 7.778338622397431124e+00, 7.847026640498384609e+00
1.760673517666114307e+01, 1.774026200077948801e+01, 7.771672033821422687e+00, 7.851024455677991121e+00
1.755836963504427928e+01, 1.770359896200481487e+01, 7.777164097193446146e+00, 7.843541756500593820e+00
1.752700675051149304e+01, 1.766934289134320224e+01, 7.761622653788520232e+00, 7.844070198568948271e+00
1.749398626726128825e+01, 1.763706131391286647e+01, 7.769478056027869783e+00, 7.848482129801132245e+00
1.745459414251783414e+01, 1.760423406973214000e+01, 7.774863601454242712e+00, 7.855364139107861021e+00
1.742373610150367114e+01, 1.756755844063988548e+01, 7.771232470300054374e+00, 7.860803928393604423e+00
1.739132394246360747e+01, 1.752806267198178602e+01, 7.779238335450851416e+00, 7.861842394856896732e+00
1.735323148221683098e+01, 1.749677460318765299e+01, 7.784957858458215973e+00, 7.858733291664703913e+00
1.732106292211410192e+01, 1.746603879502999135e+01, 7.782783922371723229e+00, 7.865746320955595117e+00
1.728883279240524118e+01, 1.742615564681463169e+01, 7.788410919928292486e+00, 7.873591946190643398e+00
1.725766722626053351e+01, 1.739508415365664007e+01, 7.793857641491294785e+00, 7.869686368392226683e+00
1.721629104190881776e+01, 1.736327947681056472e+01, 7.800564446958689224e+00, 7.876862696286013765e+00
1.718663758998708602e+01, 1.733212429516445852e+01, 7.793525397750904027e+00, 7.882284187089249272e+00
1.715665862978315204e+01, 1.730126456461327322e+01, 7.801824144635149949e+00, 7.889051254125236667e+00
1.712312407587756269e+01, 1.727158419515904342e+01, 7.809562100652494010e+00, 7.896114221606773675e+00
1.709359777815175718e+01, 1.723678743349497111e+01, 7.812494792349649053e+00, 7.904194103846939434e+00
1.706413284686885845e+01, 1.720081810519894105e+01, 7.820593984928972731e+00, 7.906260229579147314e+00
1.701313634446359657e+01, 1.716522978833499380e+01, 7.828611226875549001e+00, 7.906783200171889625e+00
1.698374813428671004e+01, 1.713551443937912566e+01, 7.808773333036247877e+00, 7.905965996074802327e+00
1.695535140970806864e+01, 1.710098454240202770e+01, 7.816303792635562075e+00, 7.913657959268219244e+00
1.690272683875245008e+01, 1.706444239851917288e+01, 7.825095763316206821e+00, 7.915731658506981461e+00
1.687495024398282695e+01, 1.703392110942442628e+01, 7.802596668149022641e+00, 7.913000772877472500e+00
1.684547364142426673e+01, 1.700570084823944939e+01, 7.811602455887133090e+00, 7.919346522954115564e+00
1.681779318902716369e+01, 1.697398901241255942e+01, 7.818218793158124846e+00, 7.928018157916997488e+00
1.678656062054768938e+01, 1.694612171891296981e+01, 7.827204466536868743e+00, 7.932773605077224843e+00
1.675837985244103479e+01, 1.691792928229700266e+01, 7.831430701735595967e+00, 7.941332286884321690e+00
